Test_Module,Test_Class,Depends_On_Class,Type
tika-parsers,AudioParserTest.java,org.apache.tika.Tika,Static Dependency
tika-parsers,MidiParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MidiParserTest.java,org.apache.tika.Tika,Static Dependency
tika-parsers,Mp3ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,Mp3ParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,Mp3ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,Mp3ParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,Mp3ParserTest.java,org.apache.tika.metadata.XMPDM,Static Dependency
tika-parsers,Mp3ParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,MpegStreamTest.java,java.io.OutputStream,Static Dependency
tika-parsers,MpegStreamTest.java,java.io.IOException,Static Dependency
tika-parsers,MpegStreamTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MpegStreamTest.java,org.junit.jupiter.api.AfterEach,Static Dependency
tika-parsers,MpegStreamTest.java,java.io.ByteArrayOutputStream,Static Dependency
tika-parsers,MpegStreamTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,MP4ParserTest.java,java.util.Collection,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MP4ParserTest.java,org.junit.jupiter.api.Timeout,Static Dependency
tika-parsers,MP4ParserTest.java,com.drew.metadata.mp4.media.Mp4VideoDirectory,Static Dependency
tika-parsers,MP4ParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,MP4ParserTest.java,com.drew.metadata.mp4.Mp4Directory,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,MP4ParserTest.java,com.drew.metadata.mp4.media.Mp4MetaDirectory,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,MP4ParserTest.java,com.drew.metadata.mp4.media.Mp4SoundDirectory,Static Dependency
tika-parsers,MP4ParserTest.java,java.util.HashSet,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.metadata.XMP,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,MP4ParserTest.java,java.util.Set,Static Dependency
tika-parsers,MP4ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MP4ParserTest.java,java.util.List,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,MP4ParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,MP4ParserTest.java,java.util.Collections,Static Dependency
tika-parsers,MP4ParserTest.java,org.apache.tika.metadata.XMPDM,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.apache.tika.parser.RecursiveParserWrapper,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.apache.tika.MultiThreadedTikaTest,Static Dependency
tika-parsers,HwpV5ParserTest.java,org.apache.commons.io.filefilter.RegexFileFilter,Static Dependency
tika-parsers,iBooksParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,iBooksParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,iBooksParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,iBooksParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,QuattroProTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,QuattroProTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,QuattroProTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,QuattroProTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,WordPerfectTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,WordPerfectTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,WordPerfectTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,WordPerfectTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,WordPerfectTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,WPInputStreamTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,WPInputStreamTest.java,java.io.EOFException,Static Dependency
tika-parsers,WPInputStreamTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,ODFParserTest.java,java.io.IOException,Static Dependency
tika-parsers,ODFParserTest.java,java.util.concurrent.Future,Static Dependency
tika-parsers,ODFParserTest.java,java.util.concurrent.ExecutorService,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ODFParserTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.exception.EncryptedDocumentException,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.OfficeOpenXMLCore,Static Dependency
tika-parsers,ODFParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.Office,Static Dependency
tika-parsers,ODFParserTest.java,java.nio.file.Paths,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.OfficeOpenXMLExtended,Static Dependency
tika-parsers,ODFParserTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-parsers,ODFParserTest.java,java.nio.file.Path,Static Dependency
tika-parsers,ODFParserTest.java,java.util.concurrent.ExecutorCompletionService,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,ODFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.utils.XMLReaderUtils,Static Dependency
tika-parsers,ODFParserTest.java,java.util.List,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ODFParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,ODFParserTest.java,java.util.concurrent.Executors,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.parser.EmptyParser,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.apache.tika.utils.XMLReaderUtils,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,java.util.regex.Matcher,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,OpenDocumentContentParserTest.java,java.util.regex.Pattern,Static Dependency
tika-parsers,DBFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,DBFParserTest.java,java.io.IOException,Static Dependency
tika-parsers,DBFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,DBFParserTest.java,org.apache.commons.io.IOUtils,Static Dependency
tika-parsers,DBFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,DBFParserTest.java,java.io.ByteArrayOutputStream,Static Dependency
tika-parsers,DBFParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,DBFParserTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,DBFParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,DBFParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,IDMLParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,IDMLParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,IDMLParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,IDMLParserTest.java,org.apache.tika.metadata.XMP,Static Dependency
tika-parsers,IDMLParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,DIFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,DIFParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,DIFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,DIFParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,DIFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,DIFParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,DIFParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,DIFParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,EpubParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,EpubParserTest.java,java.util.List,Static Dependency
tika-parsers,EpubParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,EpubParserTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,EpubParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,EpubParserTest.java,org.apache.tika.metadata.Epub,Static Dependency
tika-parsers,EpubParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,EpubParserTest.java,org.apache.tika.metadata.Property,Static Dependency
tika-parsers,EpubParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,EpubParserTest.java,java.util.HashSet,Static Dependency
tika-parsers,EpubParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,EpubParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,EpubParserTest.java,java.util.Set,Static Dependency
tika-parsers,MIFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MIFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MIFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,MIFParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,JpegParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,JpegParserTest.java,java.util.List,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,JpegParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,JpegParserTest.java,java.util.TimeZone,Static Dependency
tika-parsers,JpegParserTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.metadata.TIFF,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.metadata.Geographic,Static Dependency
tika-parsers,JpegParserTest.java,org.apache.tika.metadata.XMPMM,Static Dependency
tika-parsers,JXLTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,JXLTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,JXLTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,JXLTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,JXLTest.java,org.apache.tika.metadata.XMPMM,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,com.drew.metadata.exif.ExifSubIFDDirectory,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,java.util.List,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,com.drew.metadata.MetadataException,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,java.util.Arrays,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,java.util.Iterator,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,org.mockito.Mockito,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,java.util.TimeZone,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,java.util.GregorianCalendar,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,com.drew.metadata.Tag,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,com.drew.metadata.Directory,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,com.drew.metadata.exif.ExifIFD0Directory,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,com.drew.metadata.jpeg.JpegCommentDirectory,Static Dependency
tika-parsers,ImageMetadataExtractorTest.java,java.util.Locale,Static Dependency
tika-parsers,ICNSParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ICNSParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ICNSParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ICNSParserTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,ICNSParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,ICNSParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,ICNSParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,WebPParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,WebPParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,WebPParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ImageParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ImageParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ImageParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ImageParserTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,ImageParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,ImageParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,ImageParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,ImageParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,ImageParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,PSDParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PSDParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PSDParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,PSDParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
