Project,Package,Class,Method,Smell,Description,Method start line no,File
tika,org.apache.tika.parser.pdf,PDFParserTest,testLegacyAccessChecking,Long Statement,The length of the statement "for ( String file : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.,862,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testLegacyAccessChecking,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"}) {" is 143.,862,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingEmptyPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.,888,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingEmptyPassword,Long Statement,The length of the statement "assertException("/test-documents/" + "testPDF_no_extract_no_accessibility_owner_empty.pdf"`AUTO_DETECT_PARSER`context`AccessPermissionException.class);" is 151.,888,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.,912,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.,912,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "assertException("/test-documents/" + "testPDF_no_extract_no_accessibility_owner_user.pdf"`AUTO_DETECT_PARSER`context`AccessPermissionException.class);" is 150.,912,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"}) {" is 143.,912,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingOwnerPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"`"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 252.,959,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingOwnerPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"`"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 252.,959,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testXFAExtractionBasic,Magic Number,The method contains a magic number: 27,1008,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"uuid:0313504b-a0b0-4dac-a9f0-357221f2eadf"`"uuid:edc4279e-0d5f-465e-b13e-1298402fd11c"`"uuid:f565b775-43f3-4a9a-8541-e98c4115db6d"`"uuid:9fd5e0a8-14a5-4920-ad7f-870c0b8ee65f"`"uuid:09b6cfba-efde-4e07-a77f-70de858cc0aa"`"uuid:1e4ffbd7-dabc-4aae-801c-15b3404ade36"`"uuid:c1669773-a6ca-4bdd-aade-519030d0af00"}`m.getValues(XMPMM.HISTORY_EVENT_INSTANCEID));" is 385.,1043,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"converted"`"converted"`"converted"`"converted"`"converted"`"converted"`"converted"}`m.getValues(XMPMM.HISTORY_ACTION));" is 151.,1043,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"Preflight"`"Preflight"`"Preflight"`"Preflight"`"Preflight"`"Preflight"`"Preflight"}`m.getValues(XMPMM.HISTORY_SOFTWARE_AGENT));" is 159.,1043,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"2014-03-04T22:50:41Z"`"2014-03-04T22:50:42Z"`"2014-03-04T22:51:34Z"`"2014-03-04T22:51:36Z"`"2014-03-04T22:51:37Z"`"2014-03-04T22:52:22Z"`"2014-03-04T22:54:48Z"}`m.getValues(XMPMM.HISTORY_WHEN));" is 226.,1043,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testInitializationViaConfig,Magic Number,The method contains a magic number: 10000,1109,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testMaxLength,Magic Number,The method contains a magic number: 100,1183,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testMaxLength,Magic Number,The method contains a magic number: 100,1183,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testConfiguringMoreParams,Magic Number,The method contains a magic number: 2,1191,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testConfiguringMoreParams,Magic Number,The method contains a magic number: 314,1191,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testConfiguringMoreParams,Magic Number,The method contains a magic number: 2.1f,1191,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testConfiguringMoreParams,Magic Number,The method contains a magic number: .01f,1191,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testConfiguringMoreParams,Magic Number,The method contains a magic number: 524288000,1191,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 15,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 3805,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 15,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 120,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 15,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 126,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 0.00146,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 0.0001f,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 15,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 3805,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 15,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 120,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testUnmappedUnicodeStats,Magic Number,The method contains a magic number: 15,1267,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testPDFBox52,Magic Number,The method contains a magic number: 37,1313,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testPDFBox52,Magic Number,The method contains a magic number: 35,1313,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testExtractInlineImageMetadata,Magic Number,The method contains a magic number: 2,1357,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testExtractInlineImageMetadata,Magic Number,The method contains a magic number: 261,1357,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,testExtractInlineImageMetadata,Magic Number,The method contains a magic number: 934,1357,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
