Project,Package,Smell,Description
tika,org.apache.tika.parser.microsoft.ooxml,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SXWPFExtractorTest]; [OOXMLContainerExtractionTest]; [SXSLFExtractorTest]; [OOXMLParserTest]; [TruncatedOOXMLTest]; [FieldHyperlinkTracker; XWPFWordExtractorDecorator; XWPFListManager; XWPFListManager.EmptyListManager; XSSFExcelExtractorDecorator; OOXMLExtractorFactory; OPCPackageWrapper; POIXMLTextExtractorDecorator; AbstractOOXMLExtractor; MetadataExtractor; XSLFPowerPointExtractorDecorator; OOXMLParser; OOXMLExtractor; XSSFBExcelExtractorDecorator; SXSLFPowerPointExtractorDecorator; ParagraphProperties; OOXMLTikaBodyPartHandler; RunProperties; OOXMLWordAndPowerPointTextHandler; SXWPFWordExtractorDecorator; EmbeddedPartMetadata]; [XSSFExcelExtractorDecorator.ExternalLinkHandler]; [XSSFExcelExtractorDecorator.ConnectionsHandler]; [XSSFExcelExtractorDecorator.QueryTableHandler]; [XSSFExcelExtractorDecorator.PivotCacheHandler]; [XSSFExcelExtractorDecorator.SheetTextAsHTML]; [XSSFExcelExtractorDecorator.HeaderFooterFromString]; [XSSFExcelExtractorDecorator.XSSFSheetInterestingPartsCapturer]; [XSSFExcelExtractorDecorator.WorkbookMetadataHandler]; [XSSFExcelExtractorDecorator.ThreadedCommentHandler]; [SXSLFPowerPointExtractorDecorator.PlaceHolderSkipper]; [SXSLFPowerPointExtractorDecorator.XSLFCommentsHandler]; [SXSLFPowerPointExtractorDecorator.XSLFCommentAuthorHandler]; [SXSLFPowerPointExtractorDecorator.CommentAuthors]; [SXWPFWordExtractorDecorator.WordSettingsHandler]; [SXWPFWordExtractorDecorator.WebSettingsHandler]; [CommentPersonHandler]; [OOXMLWordAndPowerPointTextHandler.EditType]; [OOXMLWordAndPowerPointTextHandler.XWPFBodyContentsHandler]; [SXWPFExtractorTest]; [OOXMLParserTest]; [TruncatedOOXMLTest]. LCC (Lack of Component Cohesion) = 0.57
tika,org.apache.tika.parser.microsoft.ooxml,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.parser.microsoft; org.apache.tika.metadata.
tika,org.apache.tika.parser.microsoft.ooxml,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.parser.microsoft; org.apache.tika.sax.
tika,org.apache.tika.parser.microsoft.ooxml,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser.microsoft.ooxml; org.apache.tika.parser.microsoft.ooxml.xslf; org.apache.tika.parser.microsoft.ooxml
tika,org.apache.tika.parser.microsoft.ooxml,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser.microsoft.ooxml; org.apache.tika.parser.microsoft.ooxml.xwpf; org.apache.tika.parser.microsoft.ooxml
tika,org.apache.tika.parser.microsoft.ooxml.xps,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [XPSParserTest]; [XPSTextExtractor]; [XPSPageContentHandler]; [XPSPageContentHandler.GlyphRun]; [XPSPageContentHandler.DIRECTION]; [XPSPageContentHandler.GlyphIndex]; [XPSExtractorDecorator]; [XPSExtractorDecorator.FixedDocSeqHandler]; [XPSExtractorDecorator.PageContentPartHandler]. LCC (Lack of Component Cohesion) = 1.0
tika,org.apache.tika.parser.microsoft.ooxml.xwpf.ml2006,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Word2006MLParserTest]; [WordAndPowerPointTextPartHandler; PartHandler; Word2006MLDocHandler; RelationshipsManager; RelationshipsHandler; AbstractPartHandler; Relationship; CorePropertiesHandler; BinaryDataHandler; ExtendedPropertiesHandler]; [Word2006MLParser]. LCC (Lack of Component Cohesion) = 0.25
tika,org.apache.tika.parser.microsoft.xml,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [XML2003ParserTest]; [HyperlinkHandler; AbstractXML2003Parser; WordMLParser; SpreadsheetMLParser]; [WordMLParser.WordMLHandler]; [WordMLParser.PictHandler]; [SpreadsheetMLParser.ExcelMLHandler]. LCC (Lack of Component Cohesion) = 0.63
tika,org.apache.tika.parser.microsoft.xml,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.mime; org.apache.tika.metadata.
tika,org.apache.tika.parser.microsoft.chm,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 35
tika,org.apache.tika.parser.microsoft.pst,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.io; org.apache.tika.sax.
tika,org.apache.tika.parser.microsoft.onenote,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 53
tika,org.apache.tika.parser.microsoft.onenote,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.parser.microsoft.onenote.fsshttpb
tika,org.apache.tika.parser.microsoft.onenote,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser.microsoft.onenote; org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.basic; org.apache.tika.parser.microsoft.onenote
tika,org.apache.tika.parser.microsoft.onenote,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser.microsoft.onenote; org.apache.tika.parser.microsoft.onenote.fsshttpb; org.apache.tika.parser.microsoft.onenote
tika,org.apache.tika.detect.microsoft.ooxml,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.detect.microsoft.ooxml; org.apache.tika.utils; org.apache.tika.parser; org.apache.tika.parser.microsoft; org.apache.tika.parser.microsoft.ooxml; org.apache.tika.detect.microsoft.ooxml
tika,org.apache.tika.extractor.microsoft,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.io; org.apache.tika.metadata.
tika,org.apache.tika.parser.microsoft.msg,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TikaNameIdChunks; ExtendedMetadataExtractor; MAPITag; ExtendedMetadataExtractor.MAPITagPair]; [TikaNameIdChunks.PropertySetType]; [TikaNameIdChunks.PredefinedPropertySet]; [ExtendedMetadataExtractor.TikaMapiProperty]. LCC (Lack of Component Cohesion) = 0.57
tika,org.apache.tika.parser.microsoft.ooxml.xwpf,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.parser.microsoft.ooxml
tika,org.apache.tika.parser.microsoft.ooxml.xwpf,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [XWPFNumberingShim]; [XWPFStylesShim; XWPFStylesShim.EmptyXWPFStyles]; [XWPFStylesShim.StylesStripper]; [XWPFEventBasedWordExtractor]; [XWPFEventBasedWordExtractor.XWPFToTextContentHandler]. LCC (Lack of Component Cohesion) = 0.83
tika,org.apache.tika.parser.microsoft.ooxml.xslf,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.parser.microsoft.ooxml
